Scientific_Name,Common Name,Whitelisted_Brazil,BirdNET,Custom_Model,Perch,Max,Threat Status,Image_URL,Attribution,Custom_MaxConf,Perch_MaxConf,Overall_MaxConf
Leptotila verreauxi,White-Fronted Dove,1,9,20,10,20,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/268175748/medium.jpeg,(c) Christoph Moning; some rights reserved (CC BY); uploaded by Christoph Moning,0.3933,0.3192,0.3933
Patagioenas speciosa,Scaled Pigeon,1,5,1,1,5,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/35617670/medium.jpeg,(c) Jan Meerman; some rights reserved (CC BY-NC); uploaded by Jan Meerman,0.1396,0.1173,0.1396
Geotrygon montana,Ruddy Quail-Dove,1,11,11,9,11,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/257226707/medium.jpg,(c) Brennan Moore; some rights reserved (CC BY-NC); uploaded by Brennan Moore,0.249,0.7788,0.7788
Geotrygon violacea,Violaceous Quail-Dove,1,1,355,40,355,LC,https://static.inaturalist.org/photos/40963159/medium.jpg,(c) David Beadle; all rights reserved; uploaded by David Beadle,0.3975,0.6363,0.6363
Columbina picui,Picui Dove,1,12,31,13,31,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/553885334/medium.jpg,(c) Pablo Edgardo Lucconi Grisolia; some rights reserved (CC BY-NC); uploaded by Pablo Edgardo Lucconi Grisolia,0.3262,0.6132,0.6132
Columbina squammata,Scaly Dove,1,52,38,58,58,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/268181224/medium.jpeg,(c) Christoph Moning; some rights reserved (CC BY); uploaded by Christoph Moning,0.3779,0.4795,0.4795
Columbina talpacoti,Ruddy Ground-Dove,1,1,14,47,47,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/402007805/medium.jpg,(c) eduardovieira17; some rights reserved (CC BY-NC); uploaded by eduardovieira17,0.1792,0.8206,0.8206
Columba livia,Rock Dove,1,4,1,1,4,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/466776975/medium.jpg,(c) Birds of Gilgit-Baltistan; some rights reserved (CC BY-SA),0.1053,0.1047,0.1053
Uropelia campestris,Long-Tailed Ground-Dove,1,45,43,9,45,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/135832/medium.jpg,(c) Cláudio Dias Timm; some rights reserved (CC BY-NC-SA),0.8241,0.3026,0.8241
Columbina minuta,Plain-Breasted Ground-Dove,1,50,45,53,53,LC,https://static.inaturalist.org/photos/38140191/medium.jpeg,(c) Daniel Vélez; all rights reserved; uploaded by Daniel Vélez,0.3013,0.7388,0.7388
Patagioenas cayennensis,Pale Vented Pigeon,1,21,4,8,21,LC,https://static.inaturalist.org/photos/311472350/medium.jpg,(c) Mark Horton-Sacha; all rights reserved; uploaded by Mark Horton-Sacha,0.2497,0.2829,0.2829
Zenaida auriculata,Eared Dove,1,4,6,2,6,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/85633474/medium.jpeg,(c) Diego Caballero; some rights reserved (CC BY-NC); uploaded by Diego Caballero,0.9269,0.8821,0.9269
Crotophaga ani,Smooth-Billed Ani,1,55,37,14,55,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/114342665/medium.jpeg,(c) Esteban Poveda; some rights reserved (CC BY); uploaded by Esteban Poveda,0.3438,0.4657,0.4657
Dromococcyx phasianellus,Pheasant Cuckoo,1,5,15,33,33,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/250837780/medium.jpeg,(c) Anderson Sandro; some rights reserved (CC BY-NC); uploaded by Anderson Sandro,0.5168,0.4875,0.5168
Guira guira,Guira Cuckoo,1,4,47,31,47,LC,https://static.inaturalist.org/photos/77824038/medium.jpg,(c) William Wise; all rights reserved; uploaded by William Wise,0.618,0.5844,0.618
Coccyzus melacoryphus,Dark-Billed Cuckoo,1,17,4,31,31,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/17537/medium.jpg,(c) Edwin Harvey; some rights reserved (CC BY-NC-SA),0.3297,0.5362,0.5362
Piaya cayana,Squirrel Cuckoo,1,1,3,8,8,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/96366121/medium.jpg,(c) abelardomendesjr; some rights reserved (CC BY-NC); uploaded by abelardomendesjr,0.1378,0.3908,0.3908
Neomorphus geoffroyi,Rufous-Vented Ground-Cuckoo,0,90,4,61,90,VU,https://static.inaturalist.org/photos/214190559/medium.jpeg,(c) Jorge Campos; all rights reserved; uploaded by Jorge Campos,0.1762,0.5325,0.5325
Coccyzus euleri,Pearly-Breasted Cuckoo,1,49,12,38,49,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/147257126/medium.jpg,(c) Oswaldo Hernández; some rights reserved (CC BY-NC); uploaded by Oswaldo Hernández,0.6271,0.3032,0.6271
Coccyzus americanus,Yellow-Billed Cuckoo,1,2,36,9,36,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/12581532/medium.jpg,(c) Ashley Tubbs; some rights reserved (CC BY-ND),0.8132,0.6176,0.8132
Neomorphus squamiger,Scaled Ground-Cuckoo,1,12,53,329,329,VU,https://inaturalist-open-data.s3.amazonaws.com/photos/533207888/medium.jpg,(c) Sidnei Dantas; some rights reserved (CC BY-SA); uploaded by Sidnei Dantas,0.5476,0.8354,0.8354
Tapera naevia,Striped Cuckoo,1,34,2,3,34,LC,https://static.inaturalist.org/photos/117133270/medium.jpeg,(c) Elías Campos; all rights reserved; uploaded by Elías Campos,0.1489,0.3267,0.3267
Crotophaga major,Greater Ani,1,6,24,1,24,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/436869567/medium.jpeg,(c) Christoph Moning; some rights reserved (CC BY); uploaded by Christoph Moning,0.515,0.6231,0.6231
Tyto alba,Barn Owl,0,9,67,121,121,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/165796939/medium.jpg,(c) caroline legg; some rights reserved (CC BY),0.247,0.5696,0.5696
Strix hylophila,Rusty-Barred Owl,1,1,235,20,235,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/197970/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.6399,0.9583,0.9583
Asio clamator,Striped Owl,0,253,102,483,483,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/466424122/medium.jpg,(c) poli782003; some rights reserved (CC BY-NC),0.3261,0.4323,0.4323
Asio flammeus,Short-Eared Owl,1,14,22,1,22,LC,https://static.inaturalist.org/photos/30378889/medium.jpg,(c) S.G.R.; all rights reserved; uploaded by S.G.R.,0.7545,0.9007,0.9007
Asio stygius,Stygian Owl,1,1,46,1,46,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/1119324/medium.jpg,(c) Aldo Ortíz Reyes; some rights reserved (CC BY-NC); uploaded by Aldo Ortíz Reyes,0.459,0.1561,0.459
Bubo virginianus,Great Horned Owl,1,96,45,1590,1590,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/14549085/medium.jpg,(c) Paul G. Johnson; some rights reserved (CC BY-NC-SA); uploaded by Paul G. Johnson,0.5018,0.3206,0.5018
Pulsatrix koeniswaldiana,Tawny-Browed Owl,1,58,571,6,571,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/452504047/medium.jpeg,(c) Antonio Amaral; some rights reserved (CC BY-NC); uploaded by Antonio Amaral,0.157,0.1187,0.157
Glaucidium brasilianum,Ferruginous Pygmy-Owl,1,1,1,3,3,LC,https://static.inaturalist.org/photos/95577167/medium.jpg,(c) Felipe Eduardo San Martín González; all rights reserved; uploaded by Felipe Eduardo San Martín González,0.1335,0.1803,0.1803
Glaucidium minutissimum,Least (In Part) Pygmy-Owl,1,14,20,20,20,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/53865877/medium.jpg,(c) Rodrigo Y Castro; some rights reserved (CC BY-NC); uploaded by Rodrigo Y Castro,0.5328,0.6148,0.6148
Pulsatrix perspicillata,Spectacled Owl,1,2,2761,18,2761,LC,https://static.inaturalist.org/photos/226401151/medium.jpeg,(c) Randy Gomez Alvarado; all rights reserved; uploaded by Randy Gomez Alvarado,0.7408,0.1473,0.7408
Ciccaba virgata,Mottled Owl,0,48,2,58,58,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/774636/medium.jpg,(c) dominic sherony; some rights reserved (CC BY-SA),0.3038,0.9058,0.9058
Athene cunicularia,Burrowing Owl,1,13,1,35,35,LC,https://static.inaturalist.org/photos/57747291/medium.jpg,(c) Jason Penney; all rights reserved,0.8651,0.1639,0.8651
Megascops choliba,Tropical Screech Owl,1,3,12,2,12,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/460430074/medium.jpg,(c) DavidLarson; some rights reserved (CC BY-NC); uploaded by DavidLarson,0.3289,0.1631,0.3289
Megascops atricapilla,Black Capped Screech Owl,1,202,5304,5057,5304,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/197972/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.3118,0.6954,0.6954
Hydropsalis torquata,Scissor-Tailed Nightjar,1,1,4,30,30,LC,https://static.inaturalist.org/photos/28410117/medium.jpg,(c) Jorge Schlemmer; all rights reserved,0.2907,0.2178,0.2907
Setopagis parvula,,,443,26,103,443,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/182555778/medium.jpg,(c) Lilian Tomazelli; some rights reserved (CC BY-NC); uploaded by Lilian Tomazelli,0.2695,0.1863,0.2695
Nyctidromus albicollis,Pauraque,1,27,27,39,39,LC,https://static.inaturalist.org/photos/352431299/medium.jpg,(c) Luis Enrique Girón Mejía; all rights reserved; uploaded by Luis Enrique Girón Mejía,0.7502,0.9906,0.9906
Eleothreptus candicans,White-Winged Nightjar,1,9,54,55,55,VU,https://inaturalist-open-data.s3.amazonaws.com/photos/10762489/medium.jpg,(c) Michelle Martin; some rights reserved (CC BY-NC); uploaded by Michelle Martin,0.2693,0.4919,0.4919
Chordeiles nacunda,Nacunda Nighthawk,,38,14,133,133,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/150819319/medium.jpg,(c) Paul Donahue; some rights reserved (CC BY-NC); uploaded by Paul Donahue,0.1876,0.4583,0.4583
Macropsalis forcipata,Long Trained Nightjar,1,44,10,217,217,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/140500024/medium.jpg,(c) NINA WENÓLI; some rights reserved (CC BY-NC); uploaded by NINA WENÓLI,0.5265,0.1452,0.5265
Antrostomus rufus,Rufous Nightjar,0,17,4,19,19,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/3141378/medium.JPG,(c) Dan A-M; some rights reserved (CC BY-NC); uploaded by Dan A-M,0.173,0.4755,0.4755
Chordeiles acutipennis,Lesser Nighthawk,1,111,167,32,167,LC,https://static.inaturalist.org/photos/566411/medium.jpg,(c) J. N. Stuart; all rights reserved; uploaded by J. N. Stuart,0.5953,0.2178,0.5953
Chordeiles pusillus,Least Nighthawk,1,2,7,54,54,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/292720210/medium.jpg,(c) Josh van der Meulen; some rights reserved (CC BY-NC-ND); uploaded by Josh van der Meulen,0.4524,0.1245,0.4524
Nyctiphrynus ocellatus,Ocellated Poorwill,1,1,2,2,2,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/648133/medium.jpg,(c) Cláudio Dias Timm; some rights reserved (CC BY-NC-SA),0.2852,0.9935,0.9935
Lurocalis semitorquatus,Semi-Collared Nighthawk,1,9,4,5,9,LC,https://static.inaturalist.org/photos/67503974/medium.jpg,(c) Andrew Whitworth; all rights reserved; uploaded by Andrew Whitworth,0.3146,0.6272,0.6272
Chordeiles minor,Common Nighthawk,1,4,59,2,59,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/279194539/medium.jpg,(c) Mike Stewart; some rights reserved (CC BY-NC); uploaded by Mike Stewart,0.2751,0.6352,0.6352
Systellura longirostris,,0,4,60,46,60,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/28959565/medium.jpg,(c) Josh van der Meulen; some rights reserved (CC BY-NC-ND); uploaded by Josh van der Meulen,0.1871,0.6804,0.6804
Nyctibius griseus,Grey Potoo,1,6,424,78,424,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/508102028/medium.jpg,(c) gabriel_delasala; some rights reserved (CC BY-NC),0.6153,0.2166,0.6153
Nyctibius grandis,Great Potoo,1,5,13,58,58,LC,https://static.inaturalist.org/photos/330965272/medium.jpg,(c) David Cedeño; all rights reserved; uploaded by David Cedeño,0.7029,0.2484,0.7029
Nyctibius aethereus,Long-Tailed Potoo,1,4,33,20,33,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/24922/medium.jpg,(c) Carol Foil; some rights reserved (CC BY-NC-ND),0.1447,0.6945,0.6945
Streptoprocne zonaris,White-Collared Swift,1,52,285,12,285,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/12179299/medium.jpg,(c) Arnold Wijker; some rights reserved (CC BY-NC); uploaded by Arnold Wijker,0.3281,0.4019,0.4019
Chaetura meridionalis,Sick's Swift,0,11,272,8,272,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/31261952/medium.jpg,(c) marcelo_allende; some rights reserved (CC BY-NC); uploaded by marcelo_allende,0.5284,0.8695,0.8695
Chaetura vauxi,Vaux's Swift,1,9,21,43,43,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/438477143/medium.jpeg,(c) Caleb Villar; some rights reserved (CC BY-NC); uploaded by Caleb Villar,0.6509,0.5528,0.6509
Chaetura cinereiventris,Grey-Rumped Swift,1,4,355,1,355,LC,https://static.inaturalist.org/photos/88235575/medium.jpg,(c) Maicon Molina; all rights reserved; uploaded by Maicon Molina,0.5403,0.1839,0.5403
Cypseloides senex,Great Dusky Swift,1,13,33,27,33,LC,https://static.inaturalist.org/photos/56462452/medium.jpeg,(c) Belén Tartaglia; all rights reserved; uploaded by Belén Tartaglia,0.4529,0.5886,0.5886
Cypseloides fumigatus,Sooty Swift,1,153,284,47,284,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/338135945/medium.jpeg,(c) Sam Darmstadt; some rights reserved (CC BY-NC); uploaded by Sam Darmstadt,0.8268,0.4525,0.8268
Streptoprocne biscutata,Biscutate Swift,1,36,26,12,36,LC,https://static.inaturalist.org/photos/456484404/medium.jpg,(c) Aisse Gaertner; all rights reserved; uploaded by Aisse Gaertner,0.4716,0.5969,0.5969
Phaethornis pretrei,Planalto Hermit,1,51,2,6,51,LC,https://static.inaturalist.org/photos/33164098/medium.jpg,(c) Joao Quental; all rights reserved; uploaded by Joao Quental,0.1869,0.6794,0.6794
Phaethornis ruber,Reddish Hermit,1,16,2,3,16,LC,https://static.inaturalist.org/photos/73972124/medium.jpg,(c) Marcelo Maux; all rights reserved; uploaded by Marcelo Maux,0.1634,0.3119,0.3119
Phaethornis eurynome,Scale-Throated Hermit,1,50,19,9,50,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/108314577/medium.jpeg,(c) Gaell Mainguy; some rights reserved (CC BY-NC-ND); uploaded by Gaell Mainguy,0.2407,0.9032,0.9032
Heliactin bilophus,Horned Sungem,1,13,44,29,44,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/348377709/medium.jpg,(c) Eduardo Augusto Ferreira; some rights reserved (CC BY-NC); uploaded by Eduardo Augusto Ferreira,0.3003,0.1983,0.3003
Chlorostilbon lucidus,Glittering-Bellied Emerald,1,15,23,3,23,LC,https://static.inaturalist.org/photos/251801157/medium.jpg,(c) Alenilson; all rights reserved; uploaded by Alenilson,0.1217,0.2465,0.2465
Lophornis magnificus,Frilled Coquette,1,31,35,51,51,LC,https://static.inaturalist.org/photos/450009324/medium.jpg,(c) Eduardo Borges; all rights reserved; uploaded by Eduardo Borges,0.406,0.2685,0.406
Eupetomena macroura,Swallow-Tailed Hummingbird,1,23,1,23,23,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/586765879/medium.jpg,(c) Mauricio Mercadante; some rights reserved (CC BY-NC-SA); uploaded by Mauricio Mercadante,0.1019,0.5858,0.5858
Phaethornis squalidus,Dusky-Throated Hermit,1,15,48,42,48,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/2019544/medium.jpg,(c) Francesco Veronesi; some rights reserved (CC BY-SA),0.726,0.8352,0.8352
Colibri serrirostris,White-Vented Violet-Ear,1,9,4,321,321,LC,https://static.inaturalist.org/photos/253153070/medium.jpeg,(c) Rudy Gelis; all rights reserved; uploaded by Rudy Gelis,0.6597,0.2024,0.6597
Eupetomena cirrochloris,,,40,9,113,113,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/8656068/medium.jpeg,(c) fabiomanfredini; some rights reserved (CC BY-NC); uploaded by fabiomanfredini,0.2378,0.3641,0.3641
Chrysuronia versicolor,,,447,58,58,447,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/244361576/medium.jpg,(c) Tomaz Nascimento de Melo; some rights reserved (CC BY-NC-ND); uploaded by Tomaz Nascimento de Melo,0.1446,0.5243,0.5243
Campylopterus largipennis,Grey-Breasted Sabrewing,1,13,42,13,42,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/330283176/medium.jpeg,(c) Christoph Moning; some rights reserved (CC BY); uploaded by Christoph Moning,0.4808,0.7154,0.7154
Anthracothorax nigricollis,Black-Throated Mango,1,5,7,53,53,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/219766479/medium.jpg,(c) photokeen; some rights reserved (CC BY-NC-ND); uploaded by photokeen,0.2808,0.1541,0.2808
Florisuga fusca,Black Jacobin,1,311,44,38,311,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/178158642/medium.jpg,(c) Claudio Martins de Souza; some rights reserved (CC BY-NC); uploaded by Claudio Martins de Souza,0.3493,0.6722,0.6722
Polytmus guainumbi,White-Tailed Goldenthroat,1,15,4,183,183,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/399870/medium.jpg,(c) Jerry Oldenettel; some rights reserved (CC BY-NC-SA),0.5288,0.2752,0.5288
Polytmus guainumbi,White-Tailed Goldenthroat,1,18,8,40,40,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/399870/medium.jpg,(c) Jerry Oldenettel; some rights reserved (CC BY-NC-SA),0.3896,0.5978,0.5978
Polytmus guainumbi,White-Tailed Goldenthroat,1,25,18,10,25,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/399870/medium.jpg,(c) Jerry Oldenettel; some rights reserved (CC BY-NC-SA),0.349,0.1753,0.349
Augastes scutatus,Hyacinth Visorbearer,1,22,45,3,45,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/585027642/medium.jpg,(c) Lindolfo Souto; some rights reserved (CC BY-NC); uploaded by Lindolfo Souto,0.4075,0.5911,0.5911
Stephanoxis lalandi,Plovercrest,1,8,32,12,32,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/168812870/medium.jpg,no rights reserved; uploaded by Frank Thomas Sautter,0.3981,0.1602,0.3981
Polytmus guainumbi,White-Tailed Goldenthroat,1,11,40,381,381,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/399870/medium.jpg,(c) Jerry Oldenettel; some rights reserved (CC BY-NC-SA),0.639,0.6696,0.6696
Phaethornis idaliae,Minute Hermit,1,18,31,34,34,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/352172847/medium.jpg,(c) Jarbas Mattos; some rights reserved (CC BY-NC); uploaded by Jarbas Mattos,0.8481,0.6601,0.8481
Chrysolampis mosquitus,Ruby-Topaz Hummingbird,1,22,22,60,60,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/352174297/medium.jpg,(c) Jarbas Mattos; some rights reserved (CC BY-NC); uploaded by Jarbas Mattos,0.3246,0.1217,0.3246
Heliomaster furcifer,Blue-Tufted Starthroat,1,1,6,31,31,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/419072263/medium.jpg,(c) Lindolfo Souto; some rights reserved (CC BY-NC); uploaded by Lindolfo Souto,0.4984,0.5244,0.5244
Heliomaster squamosus,Stripe-Breasted Starthroat,1,26,10,55,55,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/352445337/medium.jpg,(c) Jarbas Mattos; some rights reserved (CC BY-NC); uploaded by Jarbas Mattos,0.6124,0.4733,0.6124
Leucochloris albicollis,White-Throated Hummingbird,1,30,32,58,58,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/182457798/medium.jpeg,(c) Peter Taylor; some rights reserved (CC BY-NC); uploaded by Peter Taylor,0.107,0.7035,0.7035
Glaucis hirsutus,Rufous-Breasted Hermit,1,340,8,361,361,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/330283256/medium.jpeg,(c) Christoph Moning; some rights reserved (CC BY); uploaded by Christoph Moning,0.3244,0.8215,0.8215
Chionomesa lactea,,0,422,9,3,422,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/484815673/medium.jpg,(c) Nick Volpe; some rights reserved (CC BY-NC); uploaded by Nick Volpe,0.161,0.1605,0.161
Chionomesa fimbriata,,,102,10,10,102,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/208793597/medium.jpg,(c) Tomaz Nascimento de Melo; some rights reserved (CC BY-NC-ND); uploaded by Tomaz Nascimento de Melo,0.1354,0.173,0.173
Heliothryx auritus,Black Eared Fairy,1,1,45,1,45,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/119051399/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.734,0.6851,0.734
Clytolaema rubricauda,Brazilian Ruby,1,7,22,10,22,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/205879854/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.3692,0.3219,0.3692
Calliphlox amethystina,Amethyst Woodstar,1,17,398,1,398,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/198639368/medium.jpg,(c) Deia e Wesley; some rights reserved (CC BY-NC); uploaded by Deia e Wesley,0.5244,0.6143,0.6143
Hylocharis sapphirina,Rufous-Throated Sapphire,1,19,315,34,315,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/340535794/medium.jpg,(c) Gabriel Bonfa; some rights reserved (CC BY-NC-ND); uploaded by Gabriel Bonfa,0.6818,0.2726,0.6818
Thalurania glaucopis,Violet-Capped Woodnymph,1,30,55,13,55,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/26314598/medium.jpeg,(c) guyincognito; some rights reserved (CC BY-NC); uploaded by guyincognito,0.6407,0.5944,0.6407
Thalurania furcata,Fork-Tailed Woodnymph,1,56,11,35,56,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/61040829/medium.jpg,(c) Allen Chartier; some rights reserved (CC BY-NC); uploaded by Allen Chartier,0.6915,0.125,0.6915
Trogon viridis,White-Tailed Trogon,1,3,5,7,7,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/160797633/medium.jpeg,(c) Christoph Moning; some rights reserved (CC BY); uploaded by Christoph Moning,0.2317,0.1991,0.2317
Trogon rufus,Black-Throated Trogon,1,4,2,39,39,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/8003653/medium.jpg,(c) marvtorrez; some rights reserved (CC BY-NC); uploaded by marvtorrez,0.1727,0.4981,0.4981
Trogon surrucura,Surucua Trogon,1,1,145,14,145,LC,https://static.inaturalist.org/photos/50983553/medium.jpg,(c) Mariano Ordoñez; all rights reserved; uploaded by Mariano Ordoñez,0.8081,0.8255,0.8255
Baryphthengus ruficapillus,Rufous-Capped Motmot,1,16,9,1,16,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/120651643/medium.jpg,(c) Thomas Fuhrmann; some rights reserved (CC BY-NC); uploaded by Thomas Fuhrmann,0.6031,0.3816,0.6031
Megaceryle torquata,Ringed Kingfisher,1,1,1,3,3,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/29962569/medium.jpg,(c) Amelia Ryan; some rights reserved (CC BY-NC); uploaded by Amelia Ryan,0.1688,0.4357,0.4357
Chloroceryle americana,Green Kingfisher,1,14,2,20,20,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/30793136/medium.jpg,(c) José Antonio Linage Espinosa; some rights reserved (CC BY-NC); uploaded by José Antonio Linage Espinosa,0.2056,0.8249,0.8249
Chloroceryle amazona,Amazon Kingfisher,1,59,346,13,346,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/170123283/medium.jpeg,(c) Estación Biológica Las Guacamayas; some rights reserved (CC BY-NC); uploaded by Estación Biológica Las Guacamayas,0.3959,0.2983,0.3959
Notharchus macrorhynchos,White-Necked Puffbird,1,6,59,7,59,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/29237573/medium.jpg,(c) Karina Avila; some rights reserved (CC BY-NC); uploaded by Karina Avila,0.7168,0.8052,0.8052
Notharchus swainsoni,Buff-Bellied Puffbird,1,4,55,1,55,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/29237573/medium.jpg,(c) Karina Avila; some rights reserved (CC BY-NC); uploaded by Karina Avila,0.7632,0.3321,0.7632
Nystalus chacuru,White-Eared Puffbird,1,55,2,45,55,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/266674364/medium.jpg,(c) Josh van der Meulen; some rights reserved (CC BY-NC-ND); uploaded by Josh van der Meulen,0.782,0.3266,0.782
Chelidoptera tenebrosa,Swallow-Wing,1,24,1,1,24,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/9140446/medium.jpg,(c) Markus  Lilje; some rights reserved (CC BY-NC-ND); uploaded by Markus  Lilje,0.1224,0.3283,0.3283
Malacoptila striata,Crescent-Chested Puffbird,1,5,3,11,11,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/143992963/medium.jpg,(c) NINA WENÓLI; some rights reserved (CC BY-NC); uploaded by NINA WENÓLI,0.6961,0.3796,0.6961
Nonnula rubecula,Rusty-Breasted Nunlet,1,22,9,2,22,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/31285216/medium.jpg,(c) marcelo_allende; some rights reserved (CC BY-NC); uploaded by marcelo_allende,0.2017,0.3364,0.3364
Jacamaralcyon tridactyla,Three-Toed Jacamar,1,58,337,25,337,NT,https://inaturalist-open-data.s3.amazonaws.com/photos/1563612/medium.jpg,(c) Francesco Veronesi; some rights reserved (CC BY-SA),0.7641,0.5912,0.7641
Galbula ruficauda,Rufous-Tailed Jacamar,1,3,4,2,4,LC,https://static.inaturalist.org/photos/29289299/medium.jpg,(c) Rolando Chavez; all rights reserved; uploaded by Rolando Chavez,0.2165,0.6745,0.6745
Ramphastos toco,Toco Toucan,1,118,101,115,118,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/63281117/medium.jpg,(c) Paul Steeves; some rights reserved (CC BY-NC); uploaded by Paul Steeves,0.5069,0.9268,0.9268
Selenidera maculirostris,Spot-Billed Toucanet,1,55,33,6,55,LC,https://static.inaturalist.org/photos/134799668/medium.jpg,(c) Joao Quental; all rights reserved; uploaded by Joao Quental,0.263,0.4335,0.4335
Ramphastos vitellinus,Yellow-Ridged Toucan,1,6,11,15,15,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/210402416/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.8334,0.369,0.8334
Ramphastos dicolorus,Red-Breasted Toucan,1,1,4,3,4,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/66312147/medium.jpeg,(c) Javier González; some rights reserved (CC BY-NC); uploaded by Javier González,0.8262,0.9328,0.9328
Pteroglossus aracari,Black-Necked Aracari,1,293,4,1,293,LC,https://static.inaturalist.org/photos/31448463/medium.jpg,(c) Ingrid Macedo; all rights reserved; uploaded by Ingrid Macedo,0.5813,0.1083,0.5813
